Cruise,lat,lon
EN-125,18.463,-66.105
EN-126,18.482,-65.797
EN-126,15.693,-62.445
EN-126,13.120,-58.973
EN-126,10.978,-55.520
EN-126,8.660,-51.607
EN-126,6.033,-48.445
EN-126,3.267,-45.387
EN-126,1.225,-41.837
EN-126,-1.310,-39.057
EN-126,-2.107,-35.490
EN-126,-5.790,-33.290
EN-127,-7.655,-34.462
EN-127,-4.088,-31.513
EN-127,-0.428,-28.543
EN-127,0.913,-29.350
EN-127,2.655,-33.652
EN-127,4.393,-37.990
EN-127,6.183,-42.417
EN-127,7.922,-46.480
EN-127,9.547,-50.657
EN-127,11.448,-55.315
EN-127,13.100,-59.633
EN-128,13.828,-57.695
EN-128,13.545,-57.292
EN-128,11.225,-58.002
EN-128,13.745,-56.547
EN-128,12.660,-56.603
EN-128,11.120,-56.893
EN-128,13.708,-55.428
EN-128,12.450,-56.172
EN-128,10.232,-56.323
EN-128,12.663,-54.863
EN-128,11.725,-54.825
EN-128,9.752,-55.385
EN-128,11.907,-54.137
EN-128,13.443,-55.927
EN-128,14.478,-57.310
EN-128,12.168,-58.617
EN-128,12.242,-58.672
EN-129,14.200,-61.853
EN-129,16.552,-65.013
EN-129,17.580,-65.093
EN-129,18.833,-64.500
EN-129,19.758,-64.482
EN-129,21.543,-64.440
EN-129,23.583,-64.483
EN-129,25.800,-64.483
EN-129,27.970,-64.498
EN-129,29.652,-64.487
EN-129,31.523,-64.502
EN-129,33.318,-63.813
EN-129,34.983,-62.985
EN-129,36.850,-63.033
EN-129,38.308,-63.002
EN-129,39.003,-63.007
EN-129,39.838,-62.980
EN-129,41.130,-63.662
EN-129,42.658,-63.898
EN-129,40.812,-68.327
EN-129,41.403,-70.852
EN-130,40.968,-71.562
EN-130,36.547,-73.440
EN-130,37.020,-72.250
EN-130,36.875,-69.748
EN-130,37.330,-71.803
EN-130,36.425,-73.322
EN-130,32.960,-75.072
EN-130,33.665,-75.243
EN-130,36.872,-71.405
EN-130,38.142,-70.297
EN-130,36.953,-70.025
EN-130,37.828,-69.777
EN-130,37.045,-70.103
EN-130,38.232,-69.647
EN-132,42.548,-66.440
EN-132,42.737,-63.168
EN-132,43.013,-58.788
EN-132,44.258,-52.622
EN-132,44.836,-48.875
EN-132,46.407,-44.062
EN-132,48.015,-39.042
EN-132,50.050,-34.613
EN-132,51.835,-30.848
EN-132,53.413,-28.115
EN-132,56.928,-29.680
EN-132,58.872,-31.020
EN-132,61.118,-31.853
EN-132,63.443,-28.457
EN-133,64.228,-22.053
EN-133,64.515,-29.147
EN-133,65.562,-30.073
EN-133,65.736,-28.169
EN-133,67.270,-25.260
EN-133,67.163,-24.760
EN-133,67.687,-25.248
EN-133,66.978,-26.683
EN-133,65.123,-30.557
EN-133,64.792,-34.748
EN-133,63.612,-37.143
EN-133,62.973,-40.912
EN-133,61.298,-41.937
EN-133,60.155,-42.730
EN-133,59.870,-47.173
EN-133,59.208,-53.298
EN-133,57.758,-58.333
EN-133,55.408,-56.687
EN-133,52.085,-52.835
EN-133,48.990,-49.663
EN-133,50.470,-52.223
EN-133,49.023,-48.403
EN-133,48.460,-45.042
EN-133,46.467,-43.947
EN-133,45.175,-47.517
EN-133,42.750,-49.058
EN-133,41.953,-51.530
EN-133,41.022,-52.892
EN-133,40.575,-54.913
EN-133,39.942,-57.062
EN-133,39.635,-59.373
EN-133,40.158,-63.270
EN-133,40.045,-66.460
EN-133,40.043,-67.793
EN-134,38.980,-71.377
EN-134,36.398,-71.107
EN-134,34.555,-71.250
EN-134,35.055,-70.690
EN-134,32.610,-65.982
EN-134,31.852,-64.245
EN-134,32.130,-64.408
EN-135,31.708,-63.993
EN-135,27.447,-60.242
EN-135,23.165,-56.815
EN-135,18.707,-53.453
EN-135,14.108,-50.262
EN-135,9.473,-47.163
EN-135,5.205,-44.278
EN-135,0.690,-41.478
EN-135,-3.712,-38.478
EN-136,-3.547,-38.180
EN-136,-2.132,-34.133
EN-136,-0.903,-30.525
EN-136,0.062,-28.168
EN-136,0.918,-29.350
EN-136,0.005,-28.973
EN-136,0.010,-31.667
EN-136,0.005,-35.795
EN-136,-0.007,-38.322
EN-136,3.193,-38.553
EN-136,4.608,-38.190
EN-136,9.022,-38.202
EN-136,10.112,-38.525
EN-136,11.788,-43.323
EN-136,13.397,-48.133
EN-136,14.883,-55.177
EN-136,16.188,-58.160
EN-136,17.483,-62.817
EN-137,22.438,-64.205
EN-137,22.765,-64.087
EN-137,23.250,-63.920
EN-137,23.335,-63.903
EN-137,23.544,-64.347
EN-137,19.058,-65.898
EN-137,22.692,-64.267
EN-137,23.233,-64.017
EN-137,23.383,-64.133
EN-137,23.380,-64.122
EN-137,23.338,-64.103
EN-137,23.223,-64.135
EN-137,22.420,-64.458
EN-138,19.067,-66.233
EN-138,24.000,-67.233
EN-138,29.070,-68.377
EN-138,34.408,-69.553
EN-138,37.167,-70.650
EN-138,37.697,-70.917
EN-138,40.667,-71.323
EN-139,41.427,-71.408
EN-139,37.837,-74.960
EN-140,34.178,-77.243
EN-140,32.732,-79.543
EN-140,32.477,-78.927
EN-140,32.575,-79.162
EN-140,33.135,-78.383
EN-140,32.560,-79.142
EN-140,32.522,-79.375
EN-140,32.680,-79.700
EN-140,32.883,-79.205
EN-140,33.302,-78.290
EN-140,32.350,-78.877
EN-140,32.627,-79.223
EN-140,33.120,-78.363
EN-140,32.512,-79.080
EN-140,32.135,-78.597
EN-140,32.680,-79.722
EN-140,32.720,-79.345
EN-140,32.136,-78.595
EN-140,32.122,-78.635
EN-140,32.330,-79.448
EN-140,32.332,-78.725
EN-140,30.782,-79.923
EN-140,32.462,-78.225
EN-140,32.708,-79.780
EN-140,34.483,-76.132
EN-141,35.452,-72.233
EN-141,33.730,-68.240
EN-141,32.257,-64.622
EN-141,30.633,-67.053
EN-141,27.492,-70.032
EN-141,28.333,-70.800
EN-141,28.158,-70.420
EN-141,28.103,-70.548
EN-141,28.087,-70.502
EN-141,28.510,-70.505
EN-141,28.638,-70.325
EN-141,28.867,-69.973
EN-141,28.158,-69.485
EN-141,28.348,-69.430
EN-141,28.142,-69.635
EN-141,27.957,-69.810
EN-141,28.480,-69.743
EN-141,27.883,-69.383
EN-141,27.085,-69.712
EN-141,28.313,-68.582
EN-141,28.432,-68.372
EN-141,28.200,-68.960
EN-141,28.987,-68.482
EN-141,28.537,-68.130
EN-141,28.745,-67.862
EN-141,28.778,-67.572
EN-141,29.815,-68.018
EN-141,33.667,-69.033
EN-141,37.788,-70.033
EN-141,41.538,-70.657
EN-141,41.400,-70.950
EN-142,41.350,-65.290
EN-142,41.788,-59.237
EN-142,41.882,-52.982
EN-142,41.742,-47.127
EN-142,41.167,-41.078
EN-142,40.355,-35.082
EN-142,38.993,-29.442
EN-143,34.122,-27.865
EN-143,30.848,-29.878
EN-143,33.740,-31.130
EN-143,32.162,-31.927
EN-143,31.148,-29.778
EN-143,31.988,-30.195
EN-143,32.105,-30.647
EN-143,31.473,-30.130
EN-143,31.218,-32.422
EN-143,29.538,-32.467
EN-143,29.225,-31.867
EN-143,28.940,-31.873
EN-143,29.135,-30.525
EN-143,30.647,-29.392
EN-143,30.902,-29.187
EN-143,32.465,-28.470
EN-143,34.090,-27.598
EN-143,37.732,-25.665
EN-144,37.452,-26.038
EN-144,34.182,-30.465
EN-144,35.988,-31.742
EN-144,34.010,-31.577
EN-144,38.757,-31.170
EN-144,40.595,-34.272
EN-144,38.788,-39.912
EN-144,38.587,-43.385
EN-144,42.083,-43.135
EN-144,42.565,-39.983
EN-144,46.052,-40.012
EN-144,46.478,-34.178
EN-144,48.925,-37.860
EN-144,49.458,-39.945
EN-144,48.187,-41.375
EN-144,46.563,-43.122
EN-144,45.130,-46.770
EN-144,43.195,-52.850
EN-144,42.787,-57.653
EN-144,42.335,-63.503
EN-144,41.518,-69.385
EN-145,41.130,-71.088
EN-145,37.278,-67.028
EN-145,37.285,-66.975
EN-145,37.267,-66.995
EN-145,37.262,-66.998
EN-145,38.902,-68.650
EN-145,41.070,-71.163
EN-145,36.920,-68.152
EN-145,34.397,-64.698
EN-145,32.700,-63.008
EN-145,32.737,-63.118
EN-145,32.722,-63.173
EN-145,32.713,-63.037
EN-145,32.710,-63.020
EN-145,32.757,-63.172
EN-145,32.883,-63.512
EN-145,32.675,-62.997
EN-145,32.683,-62.902
EN-145,32.555,-63.898
EN-146,33.702,-65.335
EN-146,33.742,-65.327
EN-146,33.685,-65.365
EN-146,33.702,-65.330
EN-146,33.702,-65.330
EN-146,33.652,-65.370
EN-146,33.700,-65.362
EN-146,34.138,-65.735
EN-146,38.105,-68.362
EN-147,40.987,-71.582
EN-147,36.752,-73.738
EN-147,36.862,-72.922
EN-147,37.023,-72.582
EN-147,37.371,-71.997
EN-147,37.675,-71.399
EN-148,41.102,-71.295
EN-148,41.468,-70.715
EN-148,39.028,-67.203
EN-148,37.883,-64.968
EN-148,34.402,-64.482
EN-148,31.770,-64.135
EN-148,31.985,-64.185
EN-149,32.468,-64.268
EN-149,33.583,-59.023
EN-149,34.448,-53.370
EN-149,34.928,-47.852
EN-149,35.338,-42.082
EN-149,35.493,-37.205
EN-149,35.477,-32.820
EN-149,34.920,-27.745
EN-149,34.530,-22.590
EN-149,32.058,-24.083
EN-149,31.043,-27.465
EN-149,30.927,-28.565
EN-149,31.552,-29.528
EN-149,29.237,-28.185
EN-149,27.355,-26.903
EN-149,24.608,-23.912
EN-149,21.860,-22.788
EN-149,22.118,-22.255
EN-149,22.248,-22.077
EN-149,26.205,-20.135
EN-149,29.140,-18.762
EN-150,32.608,-17.345
EN-150,31.120,-21.135
EN-150,31.278,-26.837
EN-150,31.455,-32.795
EN-150,31.652,-38.548
EN-150,31.808,-43.980
EN-150,31.910,-49.492
EN-150,32.078,-54.895
EN-150,32.268,-60.357
EN-151,32.498,-62.600
EN-151,28.372,-64.377
EN-151,24.937,-64.172
EN-151,23.227,-64.110
EN-151,23.825,-66.155
EN-151,25.148,-70.557
EN-151,22.918,-74.420
EN-151,22.516,-74.809
EN-151,23.550,-74.844
EN-151,24.607,-76.063
EN-151,26.558,-76.893
EN-151,28.725,-79.712
EN-151,32.314,-78.247
EN-151,35.478,-74.968
EN-151,38.513,-73.003
EN-152,41.392,-71.417
EN-152,38.895,-72.013
EN-152,37.338,-72.508
EN-152,35.469,-73.986
EN-152,35.597,-74.486
EN-152,35.825,-74.503
EN-152,35.449,-73.950
EN-152,35.533,-73.420
EN-152,35.569,-74.152
EN-152,35.309,-73.804
EN-152,35.751,-74.443
EN-152,37.753,-73.020
EN-172,41.102,-71.495
EN-172,37.540,-74.445
EN-172,37.865,-74.727
EN-172,37.683,-74.315
EN-172,36.862,-74.575
EN-172,36.920,-76.185
EN-172 LEG2,37.645,-74.275
EN-172 LEG2,37.585,-74.183
EN-172 LEG2,34.875,-74.668
EN-172 LEG2,36.860,-74.625
EN-172 LEG2,37.035,-74.572
EN-172 LEG3,37.625,-74.275
EN-172 LEG3,37.760,-74.483
EN-172 LEG3,37.770,-74.463
EN-172 LEG3,39.220,-71.592
EN-172 LEG3,40.922,-71.285
EN-173,40.755,-71.557
EN-173,38.985,-72.032
EN-173,38.833,-72.065
EN-173,38.922,-72.070
EN-174,41.413,-71.043
EN-174,42.698,-69.420
EN-174,42.093,-69.785
EN-174,41.553,-68.460
EN-174,41.437,-69.372
EN-175,41.257,-71.080
EN-175,39.345,-68.375
EN-175,38.023,-68.265
EN-175,37.018,-68.315
EN-175,37.520,-66.652
EN-175,39.712,-62.355
EN-175,37.233,-58.592
EN-175,37.963,-54.660
EN-175,39.303,-54.675
EN-175,40.345,-55.333
EN-175,41.103,-55.523
EN-175,39.890,-55.705
EN-175,40.517,-60.257
EN-175,40.717,-66.447
EN-176,41.092,-70.683
EN-176,41.515,-69.652
EN-176,41.757,-69.657
EN-176,41.262,-68.572
EN-176,41.722,-68.475
EN-176,42.023,-70.072
EN-176,42.025,-69.818
EN-176,42.042,-69.820
EN-176,42.087,-69.568
EN-176,41.750,-69.558
EN-176,41.607,-69.482
EN-176,41.667,-69.513
EN-176,41.710,-69.507
EN-176,41.807,-69.240
EN-176,41.675,-69.367
EN-176,41.347,-69.120
EN-176,41.682,-69.467
EN-176,41.487,-69.073
EN-176,41.470,-69.123
EN-176,41.467,-69.087
EN-177,41.058,-71.062
EN-177,38.078,-68.017
EN-177,34.642,-64.583
EN-177,30.492,-64.323
EN-177,29.010,-64.338
EN-177,28.998,-64.332
EN-177,29.007,-64.347
EN-177,28.998,-64.342
EN-177,28.998,-64.338
EN-177,28.998,-64.335
EN-177,31.118,-65.537
EN-177,34.940,-68.018
EN-177,38.888,-70.392
EN-178,41.000,-71.612
EN-178,37.578,-74.172
EN-178,36.881,-74.653
EN-178,37.877,-74.732
EN-178,37.410,-74.494
EN-178,37.878,-74.733
EN-178,37.768,-74.492
EN-179,37.140,-75.615
EN-179,37.668,-74.271
EN-179,37.632,-74.209
EN-179,37.623,-74.148
EN-179,37.618,-74.151
EN-179,37.425,-73.818
EN-180,36.928,-75.306
EN-180,37.069,-73.572
EN-180,37.877,-74.732
EN-180,37.660,-74.264
EN-180,37.563,-74.413
EN-180,37.960,-74.884
EN-180,37.400,-73.833
EN-180,40.150,-71.067
EN-181,42.042,-65.270
EN-181,42.310,-58.785
EN-181,42.750,-52.150
EN-181,44.222,-46.570
EN-181,47.332,-42.718
EN-181,51.852,-39.070
EN-181,56.063,-34.913
EN-181,59.150,-32.628
EN-181,62.410,-26.798
EN-182,66.250,-23.167
EN-182,66.322,-19.218
EN-182,67.577,-19.297
EN-182,68.878,-20.513
EN-182,69.021,-19.858
EN-182,69.900,-15.555
EN-182,70.804,-8.821
EN-182,72.215,-10.955
EN-182,73.114,-8.843
EN-182,75.054,-6.739
EN-182,76.238,-8.697
EN-182,76.837,-3.856
EN-182,78.300,4.950
EN-182,80.178,10.222
EN-182,78.242,15.097
EN-182,78.253,15.137
EN-182,80.663,14.382
EN-182,77.692,13.065
EN-182,75.742,17.247
EN-182,76.333,28.803
EN-182,77.929,29.236
EN-182,77.814,29.185
EN-182,78.371,27.805
EN-182,77.250,26.583
EN-182,76.190,29.540
EN-182,74.695,20.287
EN-182,72.717,19.533
EN-182,70.417,20.667
EN-183,69.852,19.682
EN-183,74.252,16.057
EN-183,76.967,11.685
EN-183,79.332,8.610
EN-183,77.632,3.207
EN-183,73.180,-4.727
EN-183,69.607,-14.212
EN-183,68.115,-20.187
EN-183,66.757,-23.125
EN-184,64.198,-22.058
EN-184,61.093,-28.948
EN-184,57.362,-34.012
EN-184,53.698,-40.205
EN-184,50.262,-44.703
EN-184,46.438,-48.168
EN-184,45.033,-54.328
EN-184,43.712,-59.888
EN-184,42.363,-66.495
EN-185,38.108,-69.227
EN-185,38.335,-65.997
EN-185,38.898,-67.293
EN-185,38.080,-72.200
EN-185,38.273,-70.946
EN-185,37.485,-71.113
EN-185,37.343,-72.242
EN-185,37.459,-70.084
EN-185,38.448,-70.663
EN-185,37.827,-69.925
EN-185,38.155,-71.377
EN-185,38.422,-70.623
EN-185,37.640,-70.092
EN-185,38.158,-70.663
EN-185,38.267,-69.213
EN-185,37.847,-70.462
EN-185,39.000,-70.328
EN-185,38.713,-68.983
EN-185,38.175,-68.983
EN-185,38.302,-69.838
EN-185,40.873,-71.227
EN-185,38.155,-68.840
EN-185,37.332,-69.435
EN-185,38.167,-67.885
EN-185,38.490,-69.197
EN-186,40.995,-71.590
EN-186,37.613,-74.340
EN-186,36.868,-74.575
EN-186,37.722,-74.387
EN-186,37.632,-74.273
EN-186,37.708,-74.348
EN-187,37.035,-75.672
EN-187,37.763,-74.497
EN-187,37.622,-74.238
EN-187,37.623,-74.160
EN-187,36.860,-74.575
EN-187,37.805,-74.075
EN-188,37.625,-74.125
EN-188,37.697,-74.335
EN-188,36.983,-74.615
EN-188,37.822,-74.587
EN-188,37.975,-76.110
EN-188,37.653,-74.310
EN-188,36.940,-75.958
EN-188,37.535,-74.453
EN-188,37.550,-74.040
EN-188,39.108,-72.222
EN-188,41.408,-71.380
EN-207,43.960,-68.732
EN-207,44.234,-67.774
EN-207,44.393,-66.645
EN-207,43.507,-66.769
EN-207,43.515,-71.090
EN-208,37.933,-70.993
EN-208,34.983,-70.983
EN-208,35.230,-69.343
EN-208,35.338,-69.587
EN-208,36.492,-70.483
EN-208,38.290,-70.395
EN-208,40.997,-71.403
EN-209,40.917,-71.483
EN-209,36.400,-74.200
EN-209,32.472,-75.560
EN-209,29.037,-78.247
EN-209,25.767,-80.167
EN-210,25.772,-80.168
EN-210,25.772,-80.165
EN-210,27.883,-78.233
EN-210,29.532,-73.008
EN-210,30.810,-68.435
EN-210,31.630,-64.645
EN-210,31.655,-64.137
EN-210,31.508,-64.187
EN-210,31.550,-64.253
EN-210,31.597,-64.282
EN-210,31.573,-64.210
EN-210,31.130,-64.262
EN-210,31.650,-64.182
EN-210,31.475,-64.238
EN-210,31.448,-64.278
EN-210,31.357,-64.287
EN-210,31.955,-64.418
EN-210,31.370,-64.218
EN-210,32.008,-64.342
EN-210,31.622,-64.215
EN-210,31.740,-64.178
EN-210,31.440,-64.147
EN-210,31.835,-64.437
EN-210,32.003,-64.662
EN-210,32.635,-63.530
EN-210,32.620,-63.252
EN-210,32.393,-64.690
EN-210,32.357,-64.597
EN-210,27.215,-65.223
EN-210,21.998,-65.722
EN-210,18.460,-66.098
EN-211,18.460,-66.098
EN-211,18.400,-65.352
EN-211,15.100,-61.933
EN-211,13.080,-59.645
EN-211,13.140,-59.705
EN-211,13.358,-59.624
EN-211,13.358,-59.769
EN-211,12.978,-59.932
EN-211,12.810,-59.852
EN-211,13.105,-59.637
EN-211,13.095,-59.643
EN-211,13.171,-60.151
EN-211,13.588,-60.053
EN-211,13.492,-60.384
EN-211,13.302,-59.310
EN-211,13.068,-59.400
EN-211,12.853,-59.495
EN-211,13.107,-59.630
EN-211,13.043,-59.802
EN-211,13.340,-59.650
EN-211,13.477,-59.790
EN-211,13.163,-59.847
EN-211,13.040,-59.587
EN-211,12.998,-59.548
EN-211,13.105,-59.628
EN-212,13.098,-59.637
EN-212,13.115,-59.630
EN-212,16.503,-63.137
EN-212,19.640,-66.995
EN-212,22.483,-71.435
EN-212,25.305,-75.913
EN-212,26.097,-80.118
EN-213,26.080,-80.117
EN-213,26.078,-80.115
EN-213,26.078,-80.115
EN-213,26.424,-79.162
EN-213,26.830,-79.408
EN-213,27.013,-79.501
EN-213,27.015,-79.513
EN-213,27.004,-79.175
EN-213,26.772,-80.038
EN-213,27.023,-79.751
EN-213,27.006,-79.645
EN-213,27.026,-79.919
EN-213,27.013,-79.817
EN-213,27.009,-79.771
EN-213,26.956,-79.118
EN-213,27.017,-79.338
EN-213,27.027,-79.319
EN-213,27.006,-79.573
EN-213,27.024,-79.576
EN-213,26.082,-80.127
EN-213,26.083,-80.100
EN-214,28.507,-75.648
EN-214,31.923,-73.902
EN-214,32.157,-74.532
EN-214,32.308,-75.952
EN-214,33.013,-76.773
EN-214,33.698,-74.837
EN-214,33.540,-73.388
EN-214,35.220,-73.892
EN-223,41.492,-71.418
EN-223,41.107,-67.130
EN-223,40.592,-63.198
EN-223,40.852,-58.690
EN-223,41.862,-55.288
EN-223,42.315,-55.032
EN-223,42.807,-55.037
EN-223,43.908,-54.647
EN-223,44.310,-53.122
EN-223,44.225,-47.642
EN-223,43.932,-42.205
EN-223,44.220,-43.687
EN-223,44.598,-45.775
EN-223,45.373,-47.218
EN-223,46.178,-49.228
EN-223,47.276,-51.737
EN-223 (leg 2),47.565,-52.715
EN-223 (leg 2),47.565,-52.715
EN-223 (leg 2),46.997,-50.130
EN-223 (leg 2),47.337,-45.398
EN-223 (leg 2),49.125,-43.992
EN-223 (leg 2),49.722,-43.228
EN-223 (leg 2),50.070,-42.947
EN-223 (leg 2),50.592,-42.383
EN-223 (leg 2),50.487,-42.273
EN-223 (leg 2),48.752,-44.190
EN-223 (leg 2),48.598,-44.278
EN-223 (leg 2),51.978,-45.507
EN-223 (leg 2),55.197,-47.117
EN-223 (leg 2),58.315,-42.613
EN-223 (leg 2),58.945,-40.412
EN-223 (leg 2),61.927,-31.865
EN-223 (leg 2),64.020,-23.273
EN-224 (Leg 1),64.148,-21.938
EN-224 (Leg 1),64.148,-21.938
EN-224 (Leg 1),64.148,-21.938
EN-224 (Leg 1),64.148,-21.938
EN-224 (Leg 1),61.748,-25.312
EN-224 (Leg 1),59.498,-21.015
EN-224 (Leg 1),60.170,-22.015
EN-224 (Leg 1),64.148,-21.938
EN-224 (Leg 2),64.148,-21.938
EN-224 (Leg 2),64.148,-21.938
EN-224 (Leg 2),64.148,-21.938
EN-224 (Leg 2),61.330,-21.675
EN-224 (Leg 2),59.522,-20.647
EN-224 (Leg 2),59.955,-20.297
EN-224 (Leg 2),59.088,-21.848
EN-224 (Leg 2),60.115,-20.580
EN-224 (Leg 2),59.595,-21.068
EN-224 (Leg 2),61.388,-21.738
EN-224 (Leg 2),64.148,-21.937
EN-224 (Leg 3),64.148,-21.937
EN-224 (Leg 3),64.148,-21.937
EN-224 (Leg 3),61.492,-21.717
EN-224 (Leg 3),59.517,-21.015
EN-224 (Leg 3),59.662,-21.058
EN-224 (Leg 3),59.598,-21.150
EN-224 (Leg 3),59.463,-21.445
EN-224 (Leg 3),59.557,-21.383
EN-224 (Leg 3),59.708,-21.488
EN-224 (Leg 3),59.498,-21.363
EN-224 (Leg 3),59.850,-21.535
EN-224 (Leg 3),59.837,-20.950
EN-224 (Leg 3),58.298,-25.628
EN-224 (Leg 3),56.176,-32.736
EN-224 (Leg 3),53.480,-39.479
EN-224 (Leg 3),50.400,-44.901
EN-224 (Leg 3),46.461,-48.020
EN-224 (Leg 3),44.687,-53.153
EN-224 (Leg 3),43.727,-58.131
EN-224 (Leg 3),42.957,-65.081
EN-224 (Leg 3),41.738,-70.622
EN-225 (Leg 1),41.492,-71.418
EN-225 (Leg 1),41.492,-71.418
EN-225 (Leg 1),38.828,-69.685
EN-225 (Leg 1),34.878,-66.968
EN-225 (Leg 1),31.915,-65.170
EN-225 (Leg 1),30.078,-66.648
EN-225 (Leg 1),27.335,-68.725
EN-225 (Leg 1),27.388,-68.750
EN-225 (Leg 1),28.210,-69.532
EN-225 (Leg 1),28.992,-68.543
EN-225 (Leg 1),29.510,-66.627
EN-225 (Leg 1),29.385,-64.880
EN-225 (Leg 1),28.805,-63.510
EN-225 (Leg 1),27.642,-62.197
EN-225 (Leg 1),26.107,-61.440
EN-225 (Leg 1),24.657,-61.337
EN-225 (Leg 1),23.022,-61.872
EN-225 (Leg 1),21.665,-62.955
EN-225 (Leg 1),20.968,-64.233
EN-225 (Leg 1),20.513,-65.988
EN-225 (Leg 1),18.460,-66.092
EN-225 (Leg 1),18.460,-66.092
EN-225 (Leg 1),18.460,-66.092
EN-225 II (leg 2),18.460,-66.092
EN-225 II (leg 2),20.560,-66.815
EN-225 II (leg 2),20.920,-68.290
EN-225 II (leg 2),21.790,-69.725
EN-225 II (leg 2),23.377,-70.828
EN-225 II (leg 2),24.982,-71.242
EN-225 II (leg 2),26.657,-70.865
EN-225 II (leg 2),28.065,-69.915
EN-225 II (leg 2),29.025,-68.470
EN-225 II (leg 2),29.467,-66.548
EN-225 II (leg 2),30.067,-64.653
EN-225 II (leg 2),28.387,-62.888
EN-225 II (leg 2),27.033,-61.770
EN-225 II (leg 2),25.673,-61.358
EN-225 II (leg 2),24.203,-61.453
EN-225 II (leg 2),22.642,-62.072
EN-225 II (leg 2),21.325,-63.422
EN-225 II (leg 2),20.585,-65.277
EN-225 II (leg 2),20.617,-67.367
EN-225 II (leg 2),21.493,-69.315
EN-225 II (leg 2),22.982,-70.648
EN-225 II (leg 2),24.780,-71.207
EN-225 II (leg 2),26.675,-70.882
EN-225 II (leg 2),28.317,-69.638
EN-225 II (leg 2),29.253,-67.923
EN-225 II (leg 2),29.525,-65.895
EN-225 II (leg 2),32.622,-67.087
EN-225 II (leg 2),36.742,-69.047
EN-225 II (leg 2),40.818,-71.197
EN-225 II (leg 2),41.492,-71.418
EN-225 II (leg 2),41.492,-71.418
EN-226,41.492,-71.418
EN-226,41.492,-71.418
EN-226,41.462,-70.960
EN-226,42.498,-68.445
EN-226,42.390,-67.740
EN-226,42.377,-67.690
EN-226,42.498,-67.407
EN-226,43.193,-68.240
EN-226,43.377,-69.453
EN-226,42.842,-69.888
EN-226,42.237,-69.497
EN-226,42.007,-70.415
EN-226,41.492,-71.418
EN-227 (Leg 1),41.492,-71.418
EN-227 (Leg 1),41.418,-71.313
EN-227 (Leg 1),42.672,-65.188
EN-227 (Leg 1),43.717,-58.533
EN-227 (Leg 1),44.678,-52.008
EN-227 (Leg 1),45.042,-44.992
EN-227 (Leg 1),47.892,-41.815
EN-227 (Leg 1),51.408,-37.290
EN-227 (Leg 1),54.628,-32.168
EN-227 (Leg 1),57.932,-25.380
EN-227 (Leg 1),59.653,-21.283
EN-227 (Leg 1),59.932,-21.062
EN-227 (Leg 1),59.922,-20.502
EN-227 (Leg 1),59.777,-20.170
EN-227 (Leg 1),59.625,-20.608
EN-227 (Leg 1),59.528,-21.257
EN-227 (Leg 1),59.615,-21.570
EN-227 (Leg 1),59.863,-21.678
EN-227 (Leg 1),59.927,-21.138
EN-227 (Leg 1),61.160,-21.618
EN-227 (Leg 1),64.155,-21.940
EN-227 (Leg 2),64.155,-21.940
EN-227 (Leg 2),64.143,-22.482
EN-227 (Leg 2),59.567,-20.945
EN-227 (Leg 2),62.297,-22.117
EN-227 (Leg 2),63.658,-22.878
EN-227 (Leg 2),59.098,-25.625
EN-228,54.370,-27.662
EN-228,49.967,-29.123
EN-228,46.515,-30.063
EN-228,43.292,-30.843
EN-228,38.587,-31.698
EN-228,33.615,-32.460
EN-228,33.565,-35.470
EN-228,35.565,-40.987
EN-228,37.378,-46.785
EN-228,38.880,-52.578
EN-228,40.082,-58.565
EN-228,40.890,-64.352
EN-228,41.438,-70.082
EN-229,41.480,-70.698
EN-230,41.587,-71.410
EN-229 (Leg 1),41.587,-71.412
EN-229 (Leg 1),38.702,-71.142
EN-229 (Leg 1),36.195,-74.070
EN-229 (Leg 1),32.187,-77.810
EN-229 (Leg 1),29.435,-80.482
EN-229 (Leg 1),26.103,-80.128
EN-229 (Leg 1),26.103,-80.128
EN-230,26.103,-80.128
EN-230,26.103,-80.128
EN-230,25.920,-77.008
EN-230,26.507,-76.453
EN-230,26.632,-76.327
EN-230,26.578,-76.403
EN-230,26.552,-76.193
EN-230,26.547,-76.227
EN-230,26.665,-76.133
EN-230,26.513,-76.152
EN-230,26.415,-76.915
EN-230,26.085,-80.117
EN-231,26.085,-80.117
EN-231,26.468,-79.792
EN-231,31.348,-79.082
EN-231,34.897,-74.917
EN-231,39.087,-72.685
EN-231,41.528,-71.315
EN-232,41.505,-71.348
EN-232,38.795,-70.128
EN-232,36.358,-67.965
EN-232,32.557,-67.393
EN-232,31.585,-67.982
EN-232,27.258,-67.980
EN-232,26.895,-67.875
EN-232,26.788,-67.662
EN-232,26.679,-67.530
EN-232,26.644,-67.428
EN-232,26.592,-67.428
EN-232,26.130,-67.478
EN-232,25.895,-67.482
EN-232,26.230,-67.627
EN-232,27.670,-67.825
EN-232,31.647,-68.595
EN-232,34.465,-68.430
EN-232,34.298,-68.328
EN-232,34.830,-68.215
EN-232,37.895,-69.430
EN-232,40.223,-70.488
EN-232,41.523,-70.672
EN-233,41.213,-71.413
EN-233,37.589,-69.407
EN-233,34.005,-67.122
EN-233,29.563,-65.235
EN-233,27.705,-64.512
EN-233,24.368,-62.908
EN-233,24.888,-63.902
EN-233,25.885,-65.763
EN-233,26.992,-67.978
EN-233,27.277,-68.690
EN-233,26.330,-68.175
EN-233,24.540,-67.195
